,Job Title,Company,Company Rating,Salary,Location,Career Opportunities,Company Benefits,Culture & Values,Upper Management,Work Life Balance,Company Pros Reviews,Company Cons Reviews
943,"Temporary Digital Outreach Specialist (UX Web Development), NUS Graduate School","National University of Singapore
4.1",4.1,$32K - $48K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
944,Web and Mobile Applications Developer,"OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD
4.0",4.0,Employer Provided Salary:$7K - $11K,Singapore,3.9,3.8,3.8,3.8,4.0,"['""Monthly salary is good."" (in 31 reviews)', '""good benefits"" (in 19 reviews)', '""The company which identifies the talented employees"" (in 14 reviews)', -1, -1]","['""2) No salary increment."" (in 31 reviews)', '""No Job security due to limited projects and client dependency."" (in 18 reviews)', '""less benefits and lower hikes"" (in 19 reviews)', '""poor work life balance"" (in 5 reviews)', '""1. Company does not care for the employees once outsourced to the client."" (in 14 reviews)']"
945,"Senior Software Engineer, AI Centre for Educational Technologies - School of Computing (1 year)","National University of Singapore
4.1",4.1,$27K - $48K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
946,Junior Web Developer,"BLACKWELL GLOBAL SERVICES PTE. LTD.
3.8",3.8,Employer Provided Salary:$2K - $4K,Singapore,2.6,2.8,3.7,3.6,4.4,"['No Pros have been reported by the Glassdoor community.', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]"
947,Web Application Developer,"Recruit Express
3.3",3.3,Employer Provided Salary:$4K - $5K,Singapore,3.1,3.2,3.3,3.2,3.0,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
948,"Lead Software Engineer - Payment Technology, Java","JPMORGAN CHASE BANK, N.A.
4.1",4.1,Employer Provided Salary:$10K - $20K,Singapore,4.0,3.9,4.0,3.7,3.5,"['""Good work life balance and not hectic"" (in 262 reviews)', '""Good salary and bonus."" (in 300 reviews)', '""good culture and values."" (in 221 reviews)', '""Good benefit but hard to find"" (in 121 reviews)', '""work was nice and people great"" (in 176 reviews)']","['""Only problem is No work life balance"" (in 262 reviews)', '""Less salary compared to other companies"" (in 300 reviews)', '""Toxic Culture and heavy politics."" (in 221 reviews)', '""The benefits are almost none for Interns"" (in 121 reviews)', '""Careless people, unwilling to help, bad organization."" (in 176 reviews)']"
949,Data Engineer,"ADDX PTE. LTD.
3.7",3.7,Employer Provided Salary:$7K - $9K,Singapore,3.4,3.9,3.6,3.7,3.9,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
950,Research Engineer (Programmer for Adaptive Learning),"National University of Singapore
4.1",4.1,$48K - $60K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""the salary is good as well"" (in 366 reviews)', '""Good work life balance and you get to manage your own progression"" (in 323 reviews)', '""Colleague are friendly and helpful."" (in 109 reviews)', '""Good benefits and welfare perks"" (in 151 reviews)', -1]","['""Low salary and hard to be promoted"" (in 366 reviews)', '""No work life balance."" (in 323 reviews)', '""Always have lazy colleagues."" (in 109 reviews)', '""No career progression for engineering and management track."" (in 224 reviews)', '""No benefits really"" (in 151 reviews)']"
951,Web Developer (Hybrid),Allied Container (Engineers & Manufacturers) Pte Ltd,-1,Employer Provided Salary:$3K - $6K,Tuas,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
952,Senior Application Engineer,"PERSOLKELLY Singapore
3.3",3.3,Employer Provided Salary:$5K - $7K,Singapore,3.0,2.9,3.3,3.1,3.4,"['""Competitive Salaries, they can give salary you want"" (in 12 reviews)', '""Good Clients,"" (in 4 reviews)', '""Very friendly and helpful colleagues"" (in 3 reviews)', -1, -1]","['""They will negotiate with you and reduce your salary"" (in 12 reviews)', '""No benefits are provided to employees"" (in 4 reviews)', '""Contact job ,salary less, need focus on employees"" (in 3 reviews)', -1, -1]"
953,Nodejs Web Developer - Fleetnetics,"DewTouch Innovations Pte Ltd
2.8",2.8,Employer Provided Salary:$2K - $5K,Geylang Serai,2.6,2.6,2.8,2.6,2.6,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
954,Software Developer (JAVA) - 2751,"ASPIRE NXT PTE. LTD.
2.9",2.9,Employer Provided Salary:$6K - $8K,Singapore,2.9,2.3,2.8,2.6,3.0,"['""Learn new more technologies and friendly in nature but assign more than one project...there is no one specific RM."" (in 4 reviews)', '""The leadership teams are very approachable even for a new joinee."" (in 3 reviews)', -1, -1, -1]","['""No salary (number one cheeting company if they don\'t have project so they won\'t pay you )"" (in 6 reviews)', '""No work life balance"" (in 2 reviews)', '""In addition, the HR management was often unresponsive and unprofessional, making it extremely challenging to resolve any workplace"" (in 4 reviews)', -1, -1]"
955,Software Engineer (Nucleus Graduate Programme),"NCS
3.6",3.6,Employer Provided Salary:$5K,Singapore,3.5,3.4,3.4,3.3,3.2,"['""Work life balance is good"" (in 133 reviews)', '""Competitive salary and benefits."" (in 139 reviews)', '""Management Good to the staffs"" (in 77 reviews)', '""good benefits for Perm employees"" (in 50 reviews)', '""Very helpful and friendly colleagues"" (in 91 reviews)']","['""expect to have no work life balance"" (in 133 reviews)', '""Low salary and bonus Have to OT some days 3 days WIO"" (in 139 reviews)', '""Bad management and no hike"" (in 77 reviews)', '""contract role have very less benefit than permanent/direct contract role"" (in 50 reviews)', '""colleague are all very friendly"" (in 91 reviews)']"
956,Frontend Engineer,OrderEZ,-1,-1,Remote,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
957,Quality Engineer (Software QA Tester),"Morgan McKinley
4.2",4.2,-1,Singapore,-1,-1,-1,-1,-1,"['""Good Career growth"" (in 1 reviews)', '""Good Work culture"" (in 1 reviews)', -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]"
958,Software Developer (Java Full Stack) - 2731,"ASPIRE NXT PTE. LTD.
2.9",2.9,Employer Provided Salary:$6K - $8K,Singapore,2.9,2.3,2.8,2.6,3.0,"['""Learn new more technologies and friendly in nature but assign more than one project...there is no one specific RM."" (in 4 reviews)', '""The leadership teams are very approachable even for a new joinee."" (in 3 reviews)', -1, -1, -1]","['""No salary (number one cheeting company if they don\'t have project so they won\'t pay you )"" (in 6 reviews)', '""No work life balance"" (in 2 reviews)', '""In addition, the HR management was often unresponsive and unprofessional, making it extremely challenging to resolve any workplace"" (in 4 reviews)', -1, -1]"
959,Fullstack Software Engineer,"PERSOLKELLY Singapore
3.3",3.3,$96K - $132K (Glassdoor Est.),Singapore,3.0,2.9,3.3,3.1,3.4,"['""Competitive Salaries, they can give salary you want"" (in 12 reviews)', '""Good Clients,"" (in 4 reviews)', '""Very friendly and helpful colleagues"" (in 3 reviews)', -1, -1]","['""They will negotiate with you and reduce your salary"" (in 12 reviews)', '""No benefits are provided to employees"" (in 4 reviews)', '""Contact job ,salary less, need focus on employees"" (in 3 reviews)', -1, -1]"
960,IT Security Officer,"Morgan McKinley
4.2",4.2,Employer Provided Salary:$50K - $99K,Singapore,4.0,3.6,4.1,3.9,4.1,"['""Great support staff with a happy face"" (in 3 reviews)', '""A very good workplace with friendly people all around."" (in 1 reviews)', -1, -1, -1]","['""No health insurance."" (in 1 reviews)', '""salary comes on time and but they have their own calculations which sometimes goes wrong"" (in 1 reviews)', -1, -1, -1]"
961,IT Risk and Controls Specialist,"CAPGEMINI SINGAPORE PTE. LTD.
4.0",4.0,Employer Provided Salary:$7K - $10K,Singapore,3.9,3.4,4.0,3.7,3.9,"['""Good salary if you are an experienced professional joining laterally"" (in 245 reviews)', '""Good Work life balance and good on"" (in 144 reviews)', '""Management and transport services really good."" (in 88 reviews)', '""Good work culture at the office"" (in 112 reviews)', '""The people are friendly to work with"" (in 76 reviews)']","['""Salary was low and not long to promote."" (in 245 reviews)', '""No work life balance and pay is not as per market standards"" (in 144 reviews)', '""Poor management"" (in 88 reviews)', -1, -1]"
962,IT Security Manager,"Morgan McKinley
4.2",4.2,Employer Provided Salary:$50K - $99K,Singapore,4.0,3.6,4.1,3.9,4.1,"['""Great support staff with a happy face"" (in 3 reviews)', '""A very good workplace with friendly people all around."" (in 1 reviews)', -1, -1, -1]","['""No health insurance."" (in 1 reviews)', '""salary comes on time and but they have their own calculations which sometimes goes wrong"" (in 1 reviews)', -1, -1, -1]"
963,IT Support Specialist (HR System & Operations) | Govt Body | Buona Vista,"PERSOLKELLY SINGAPORE PTE. LTD.
3.3",3.3,Employer Provided Salary:$3K - $6K,Singapore,3.0,2.9,3.3,3.1,3.4,"['""Benefits are good with per quarter incentive and additional leaves"" (in 3 reviews)', '""Great employer salary on time"" (in 8 reviews)', '""Nice HR team"" (in 1 reviews)', '""Amazing work culture and effectiveness"" (in 1 reviews)', -1]","['""They have clients like Walmart, they just listen to employees\' issues but not taking steps."" (in 1 reviews)', -1, -1, -1, -1]"
964,IT Specialist (12 months Contract),"Robert Half Singapore
3.8",3.8,-1,Singapore,-1,-1,-1,-1,-1,"['""good benefits"" (in 36 reviews)', '""pay is decent if the location isn\'t far away"" (in 39 reviews)', '""Easy communication."" (in 37 reviews)', '""flexible hours for interns or students"" (in 27 reviews)', '""Long contracts.. nice people also"" (in 34 reviews)']","['""Few or no benefit included for contract employment"" (in 36 reviews)', '""The pay is better than most but still low."" (in 39 reviews)', '""Their communication is horrible, getting in contact with your recruiter is nearly impossible."" (in 37 reviews)', '""Long hours which can cause a slight work/ life imbalance"" (in 27 reviews)', -1]"
965,IT Governance Specialist,"Robert Half Singapore
3.8",3.8,-1,Singapore,-1,-1,-1,-1,-1,"['""good benefits"" (in 36 reviews)', '""pay is decent if the location isn\'t far away"" (in 39 reviews)', '""Easy communication."" (in 37 reviews)', '""flexible hours for interns or students"" (in 27 reviews)', '""Long contracts.. nice people also"" (in 34 reviews)']","['""Few or no benefit included for contract employment"" (in 36 reviews)', '""The pay is better than most but still low."" (in 39 reviews)', '""Their communication is horrible, getting in contact with your recruiter is nearly impossible."" (in 37 reviews)', '""Long hours which can cause a slight work/ life imbalance"" (in 27 reviews)', -1]"
966,"Lending Specialist, Private Banking","STANDARD CHARTERED BANK (SINGAPORE) LIMITED
4.0",4.0,Employer Provided Salary:$5K - $8K,Singapore,3.7,3.8,3.9,3.4,3.7,"['""work life balance sounds good"" (in 104 reviews)', '""Paid well and good benefits"" (in 58 reviews)', '""good culture and caring staff"" (in 92 reviews)', '""Competitive salary"" (in 87 reviews)', '""Good people to work with."" (in 67 reviews)']","['""No work life balance especially if you are in the good books"" (in 104 reviews)', '""Comparative other bank standard chartered bank benefits are less to clients."" (in 58 reviews)', '""The culture and ethics needs more work"" (in 92 reviews)', '""Low salary compare to others"" (in 87 reviews)', '""good people and good environment"" (in 67 reviews)']"
967,ITSM Engineer (IT Operations),"Morgan McKinley
4.2",4.2,Employer Provided Salary:$49K,Singapore,4.0,3.6,4.1,3.9,4.1,"['""Great support staff with a happy face"" (in 3 reviews)', '""A very good workplace with friendly people all around."" (in 1 reviews)', -1, -1, -1]","['""No health insurance."" (in 1 reviews)', '""salary comes on time and but they have their own calculations which sometimes goes wrong"" (in 1 reviews)', -1, -1, -1]"
968,Network Security Engineer,"Morgan McKinley
4.2",4.2,Employer Provided Salary:$50K - $99K,Singapore,4.0,3.6,4.1,3.9,4.1,"['""Great support staff with a happy face"" (in 3 reviews)', '""A very good workplace with friendly people all around."" (in 1 reviews)', -1, -1, -1]","['""No health insurance."" (in 1 reviews)', '""salary comes on time and but they have their own calculations which sometimes goes wrong"" (in 1 reviews)', -1, -1, -1]"
969,Security Architect,"STANDARD CHARTERED BANK
4.0",4.0,Employer Provided Salary:$11K - $21K,Singapore,3.7,3.8,3.9,3.4,3.7,"['""Good work life balance"" (in 67 reviews)', '""Process oriented and strict follow of rules and regulations regarding systems and tools plus good salary"" (in 45 reviews)', '""good benefit"" (in 24 reviews)', '""Great atmosphere, the team and management are helpful"" (in 34 reviews)', '""Good People to work with"" (in 30 reviews)']","['""No work life balance"" (in 67 reviews)', '""1. Less salary as compare to other bank"" (in 45 reviews)', '""not so great benefit as it is in other financial firms."" (in 24 reviews)', '""Bad management and bad suggestions"" (in 34 reviews)', '""Not many people care about the company"" (in 30 reviews)']"
970,"Assistant Vice President, VDI Specialist (Job ID: 10061866)","MUFG BANK, LTD. SINGAPORE BRANCH
3.6",3.6,Employer Provided Salary:$4K - $8K,Singapore,3.3,3.5,3.5,3.2,3.6,"['""Strong and Good work life balance"" (in 341 reviews)', '""Benefit and company culture is good"" (in 299 reviews)', '""Good benefit is good one"" (in 234 reviews)', '""Lots of great people to work with"" (in 330 reviews)', '""Salary was competitive at the time"" (in 352 reviews)']","['""No work life balance as we are frequently being asked to work half day during weekends."" (in 341 reviews)', '""Japanese culture not that great"" (in 299 reviews)', '""8. Poor benefits compared to other banks"" (in 234 reviews)', '""Quite Competitive.. but nice people."" (in 330 reviews)', '""Low salary and hard to get promoted"" (in 352 reviews)']"
971,IT Technology Services Specialist - Security Engineer,"SAP
4.4",4.4,$120K - $144K (Glassdoor Est.),Queenstown Estate,4.1,4.0,4.4,4.0,4.3,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
972,Cloud Security Engineer,"Morgan McKinley
4.2",4.2,Employer Provided Salary:$50K - $99K,Singapore,4.0,3.6,4.1,3.9,4.1,"['""Great support staff with a happy face"" (in 3 reviews)', '""A very good workplace with friendly people all around."" (in 1 reviews)', -1, -1, -1]","['""No health insurance."" (in 1 reviews)', '""salary comes on time and but they have their own calculations which sometimes goes wrong"" (in 1 reviews)', -1, -1, -1]"
973,Senior Audit Support Analyst,"Morgan McKinley
4.2",4.2,-1,Singapore,-1,-1,-1,-1,-1,"['""Great agency to work with!"" (in 1 reviews)', '""good work life balance at times"" (in 1 reviews)', -1, -1, -1]","['""needs better pay to make a living"" (in 2 reviews)', -1, -1, -1, -1]"
974,"Temporary Digital Outreach Specialist (UX Web Development), NUS Graduate School","National University of Singapore
4.1",4.1,$32K - $48K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
975,Cloud Solutions Architect - FMEA & Resilience,"Morgan McKinley
4.2",4.2,-1,Singapore,-1,-1,-1,-1,-1,"['""Good Career growth"" (in 1 reviews)', '""Good Work culture"" (in 1 reviews)', -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]"
976,Research Assistant (IT Specialist),"National University of Singapore
4.1",4.1,$42K - $65K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""the salary is good as well"" (in 366 reviews)', '""Good work life balance and you get to manage your own progression"" (in 323 reviews)', '""Colleague are friendly and helpful."" (in 109 reviews)', '""Good benefits and welfare perks"" (in 151 reviews)', -1]","['""Low salary and hard to be promoted"" (in 366 reviews)', '""No work life balance."" (in 323 reviews)', '""Always have lazy colleagues."" (in 109 reviews)', '""No career progression for engineering and management track."" (in 224 reviews)', '""No benefits really"" (in 151 reviews)']"
